Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      12/130         std::vector<double, std::allocator<double> >::end() [199]
                0.00    0.00      12/12          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [308]
-----------------------------------------------
                0.00    0.00      94/94          double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [210]
[211]    0.0    0.00    0.00      94         std::vector<double, std::allocator<double> >::back() [211]
                0.00    0.00      94/130         std::vector<double, std::allocator<double> >::end() [199]
                0.00    0.00      94/94          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator-(long) const [209]
                0.00    0.00      94/94          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [208]
-----------------------------------------------
                0.00    0.00       5/94          double BenchmarkRunner::runBenchmark<testSearchAlgorithms()::{lambda()#1}>(testSearchAlgorithms()::{lambda()#1}, int) [70]
                0.00    0.00       5/94          double BenchmarkRunner::runBenchmark<testSearchAlgorithms()::{lambda()#2}>(testSearchAlgorithms()::{lambda()#2}, int) [52]
                0.00    0.00       5/94          double BenchmarkRunner::runBenchmark<testCachePerformance()::{lambda()#1}>(testCachePerformance()::{lambda()#1}, int) [29]
                0.00    0.00       5/94          double BenchmarkRunner::runBenchmark<testCachePerformance()::{lambda()#2}>(testCachePerformance()::{lambda()#2}, int) [49]
                0.00    0.00       5/94          double BenchmarkRunner::runBenchmark<testIOPerformance()::{lambda()#1}>(testIOPerformance()::{lambda()#1}, int) [340]
                0.00    0.00       5/94          double BenchmarkRunner::runBenchmark<testIOPerformance()::{lambda()#2}>(testIOPerformance()::{lambda()#2}, int) [86]
                0.00    0.00       5/94          double BenchmarkRunner::runBenchmark<testIOPerformance()::{lambda()#3}>(testIOPerformance()::{lambda()#3}, int) [25]
                0.00    0.00       5/94          double BenchmarkRunner::runBenchmark<testIOPerformance()::{lambda()#4}>(testIOPerformance()::{lambda()#4}, int) [26]
                0.00    0.00       5/94          double BenchmarkRunner::runBenchmark<testStatisticsCalculation()::{lambda()#1}>(testStatisticsCalculation()::{lambda()#1}, int) [41]
                0.00    0.00       5/94          double BenchmarkRunner::runBenchmark<testStatisticsCalculation()::{lambda()#2}>(testStatisticsCalculation()::{lambda()#2}, int) [55]
                0.00    0.00      10/94          double BenchmarkRunner::runBenchmark<testSortingAlgorithms()::{lambda()#1}>(testSortingAlgorithms()::{lambda()#1}, int) [4]
                0.00    0.00      10/94          double BenchmarkRunner::runBenchmark<testSortingAlgorithms()::{lambda()#2}>(testSortingAlgorithms()::{lambda()#2}, int) [20]
                0.00    0.00      12/94          DataProcessor::computeStatistics() [39]
                0.00    0.00      12/94          DataProcessor::optimizedStatistics() [53]
[212]    0.0    0.00    0.00      94         std::vector<double, std::allocator<double> >::push_back(double&&) [212]
                0.00    0.00      94/94          std::remove_reference<double&>::type&& std::move<double&>(double&) [213]
                0.00    0.00      94/94          double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [210]
-----------------------------------------------
                0.00    0.00      94/94          std::vector<double, std::allocator<double> >::push_back(double&&) [212]
[213]    0.0    0.00    0.00      94         std::remove_reference<double&>::type&& std::move<double&>(double&) [213]
-----------------------------------------------
                0.00    0.00      27/92          std::uniform_int_distribution<int>::param_type::param_type(int, int) [263]
                0.00    0.00      65/92          std::char_traits<char>::length(char const*) [230]
[214]    0.0    0.00    0.00      92         std::__is_constant_evaluated() [214]
-----------------------------------------------
                0.00    0.00      14/86          std::vector<double, std::allocator<double> >::reserve(unsigned long) [290]
                0.00    0.00      72/86          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [250]
[215]    0.0    0.00    0.00      86         std::vector<double, std::allocator<double> >::max_size() const [215]
                0.00    0.00      86/86          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [216]
                0.00    0.00      86/98          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [204]
-----------------------------------------------
                0.00    0.00      86/86          std::vector<double, std::allocator<double> >::max_size() const [215]
[216]    0.0    0.00    0.00      86         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [216]
                0.00    0.00      86/476         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [180]
-----------------------------------------------
                0.00    0.00      14/86          std::vector<double, std::allocator<double> >::reserve(unsigned long) [290]
                0.00    0.00      24/86          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [308]
                0.00    0.00      48/86          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [269]
[217]    0.0    0.00    0.00      86         std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [217]
                0.00    0.00      86/86          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [218]
-----------------------------------------------
                0.00    0.00      86/86          std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [217]
[218]    0.0    0.00    0.00      86         double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [218]
                0.00    0.00     258/258         double* std::__niter_base<double*>(double*) [191]
                0.00    0.00      86/86          std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [219]
-----------------------------------------------
                0.00    0.00      86/86          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [218]
[219]    0.0    0.00    0.00      86         std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [219]
-----------------------------------------------
                0.00    0.00      72/72          std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data&) [268]
[220]    0.0    0.00    0.00      72         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data const&) [220]
-----------------------------------------------
                0.00    0.00      72/72          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [269]
[221]    0.0    0.00    0.00      72         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [221]
-----------------------------------------------
                0.00    0.00      14/70          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__min_element<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [294]
                0.00    0.00      14/70          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__max_element<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [293]
                0.00    0.00      42/70          std::vector<double, std::allocator<double> >::empty() const [248]
[222]    0.0    0.00    0.00      70         bool __gnu_cxx::operator==<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [222]
                0.00    0.00     140/924         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [152]
-----------------------------------------------
                0.00    0.00       5/70          double BenchmarkRunner::runBenchmark<testSearchAlgorithms()::{lambda()#1}>(testSearchAlgorithms()::{lambda()#1}, int) [70]
