Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     502/688         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [155]
-----------------------------------------------
                0.00    0.00       1/502         std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [364]
                0.00    0.00     501/502         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [73]
[169]    0.0    0.00    0.00     502         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [169]
                0.00    0.00     502/503         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [166]
                0.00    0.00     502/502         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [168]
-----------------------------------------------
                0.00    0.00       1/502         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [368]
                0.00    0.00     501/502         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [174]
[170]    0.0    0.00    0.00     502         int* std::__niter_wrap<int*>(int* const&, int*) [170]
-----------------------------------------------
                0.00    0.00       1/502         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [368]
                0.00    0.00     501/502         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [174]
[171]    0.0    0.00    0.00     502         int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [171]
                0.00    0.00     502/502         int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [172]
-----------------------------------------------
                0.00    0.00     502/502         int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [171]
[172]    0.0    0.00    0.00     502         int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [172]
                0.00    0.00     502/502         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int const, int>(int const*, int const*, int*) [167]
-----------------------------------------------
                0.00    0.00     501/501         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [175]
[173]    0.0    0.00    0.00     501         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [173]
                0.00    0.00     501/501         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [177]
-----------------------------------------------
                0.00    0.00     501/501         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [177]
[174]    0.0    0.00    0.00     501         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [174]
                0.00    0.00    1002/1002        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [150]
                0.00    0.00     501/1597        int* std::__niter_base<int*>(int*) [145]
                0.00    0.00     501/502         int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [171]
                0.00    0.00     501/502         int* std::__niter_wrap<int*>(int* const&, int*) [170]
-----------------------------------------------
                0.00    0.00     501/501         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [176]
[175]    0.0    0.00    0.00     501         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [175]
                0.00    0.00     501/501         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [173]
-----------------------------------------------
                0.00    0.00     501/501         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [73]
[176]    0.0    0.00    0.00     501         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [176]
                0.00    0.00     501/501         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [175]
-----------------------------------------------
                0.00    0.00     501/501         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [173]
[177]    0.0    0.00    0.00     501         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [177]
                0.00    0.00    1002/1002        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [149]
                0.00    0.00     501/501         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [174]
-----------------------------------------------
                0.00    0.00     500/500         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [74]
[178]    0.0    0.00    0.00     500         std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [178]
-----------------------------------------------
                0.00    0.00     500/500         void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [344]
[179]    0.0    0.00    0.00     500         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [179]
                0.00    0.00     500/520         std::vector<int, std::allocator<int> >::~vector() [165]
-----------------------------------------------
                0.00    0.00       1/476         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [358]
                0.00    0.00      86/476         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [216]
                0.00    0.00     389/476         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [183]
[180]    0.0    0.00    0.00     476         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [180]
-----------------------------------------------
                0.00    0.00      98/462         BenchmarkRunner::printStatistics() const [286]
                0.00    0.00     140/462         double std::accumulate<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double) [256]
                0.00    0.00     224/462         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) const [200]
[181]    0.0    0.00    0.00     462         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::operator*() const [181]
-----------------------------------------------
                0.00    0.00      70/392         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__min_element<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [294]
                0.00    0.00      70/392         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__max_element<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [293]
                0.00    0.00      84/392         BenchmarkRunner::printStatistics() const [286]
                0.00    0.00     168/392         double std::accumulate<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double) [256]
[182]    0.0    0.00    0.00     392         bool __gnu_cxx::operator!=<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [182]
                0.00    0.00     784/924         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [152]
-----------------------------------------------
                0.00    0.00       2/389         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [335]
                0.00    0.00     387/389         std::vector<int, std::allocator<int> >::max_size() const [184]
[183]    0.0    0.00    0.00     389         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [183]
                0.00    0.00     389/476         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [180]
-----------------------------------------------
                0.00    0.00      27/387         std::vector<int, std::allocator<int> >::reserve(unsigned long) [87]
                0.00    0.00     360/387         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [72]
[184]    0.0    0.00    0.00     387         std::vector<int, std::allocator<int> >::max_size() const [184]
                0.00    0.00     387/888         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [153]
                0.00    0.00     387/389         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [183]
-----------------------------------------------
                0.00    0.00       5/365         std::vector<int, std::allocator<int> >::reserve(unsigned long) [87]
                0.00    0.00     360/365         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [18]
[185]    0.0    0.00    0.00     365         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [185]
                0.00    0.00     365/365         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [186]
-----------------------------------------------
                0.00    0.00     365/365         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [185]
[186]    0.0    0.00    0.00     365         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [186]
                0.00    0.00    1095/1597        int* std::__niter_base<int*>(int*) [145]
                0.00    0.00     365/365         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [187]
-----------------------------------------------
                0.00    0.00     365/365         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [186]
[187]    0.0    0.00    0.00     365         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [187]
-----------------------------------------------
                0.00    0.00      70/350         BenchmarkRunner::printStatistics() const [286]
                0.00    0.00      70/350         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__min_element<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [294]
                0.00    0.00      70/350         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__max_element<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [293]
                0.00    0.00     140/350         double std::accumulate<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double) [256]
[188]    0.0    0.00    0.00     350         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::operator++() [188]
-----------------------------------------------
                0.00    0.00      36/294         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [308]
                0.00    0.00     258/294         double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [210]
[189]    0.0    0.00    0.00     294         double&& std::forward<double>(std::remove_reference<double>::type&) [189]
-----------------------------------------------
                0.00    0.00      36/260         std::vector<double, std::allocator<double> >::begin() [251]
                0.00    0.00      94/260         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator-(long) const [209]
                0.00    0.00     130/260         std::vector<double, std::allocator<double> >::end() [199]
[190]    0.0    0.00    0.00     260         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [190]
-----------------------------------------------
                0.00    0.00     258/258         double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [218]
[191]    0.0    0.00    0.00     258         double* std::__niter_base<double*>(double*) [191]
-----------------------------------------------
                0.00    0.00       7/235         testStatisticsCalculation() [35]
                0.00    0.00      14/235         std::vector<double, std::allocator<double> >::reserve(unsigned long) [290]
                0.00    0.00      28/235         BenchmarkRunner::getAverageTime() const [252]
                0.00    0.00      42/235         BenchmarkRunner::printStatistics() const [286]
                0.00    0.00     144/235         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [250]
[192]    0.0    0.00    0.00     235         std::vector<double, std::allocator<double> >::size() const [192]
-----------------------------------------------
                0.00    0.00     112/224         std::vector<double, std::allocator<double> >::begin() const [202]
                0.00    0.00     112/224         std::vector<double, std::allocator<double> >::end() const [201]
[193]    0.0    0.00    0.00     224         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [193]
-----------------------------------------------
                0.00    0.00      36/216         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [250]
                0.00    0.00     180/216         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [72]
[194]    0.0    0.00    0.00     216         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [194]
-----------------------------------------------
                0.00    0.00      70/210         std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [225]
                0.00    0.00     140/210         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [229]
[195]    0.0    0.00    0.00     210         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [195]
-----------------------------------------------
                0.00    0.00      14/162         std::vector<double, std::allocator<double> >::reserve(unsigned long) [290]
                0.00    0.00      24/162         std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [307]
                0.00    0.00      24/162         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [308]
                0.00    0.00      48/162         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [269]
                0.00    0.00      52/162         std::vector<double, std::allocator<double> >::~vector() [241]
[196]    0.0    0.00    0.00     162         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [196]
-----------------------------------------------
                0.00    0.00      24/144         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [308]
                0.00    0.00      48/144         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [269]
                0.00    0.00      72/144         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [249]
[197]    0.0    0.00    0.00     144         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [197]
-----------------------------------------------
                0.00    0.00     140/140         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [228]
[198]    0.0    0.00    0.00     140         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [198]
-----------------------------------------------
                0.00    0.00      12/130         double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [210]
                0.00    0.00      24/130         std::vector<double, std::allocator<double> >::push_back(double const&) [270]
                0.00    0.00      94/130         std::vector<double, std::allocator<double> >::back() [211]
[199]    0.0    0.00    0.00     130         std::vector<double, std::allocator<double> >::end() [199]
                0.00    0.00     130/260         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [190]
-----------------------------------------------
                0.00    0.00      56/112         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__min_element<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [294]
                0.00    0.00      56/112         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__max_element<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [293]
[200]    0.0    0.00    0.00     112         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) const [200]
                0.00    0.00     224/462         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::operator*() const [181]
-----------------------------------------------
                0.00    0.00      28/112         BenchmarkRunner::getAverageTime() const [252]
                0.00    0.00      42/112         BenchmarkRunner::printStatistics() const [286]
                0.00    0.00      42/112         std::vector<double, std::allocator<double> >::empty() const [248]
[201]    0.0    0.00    0.00     112         std::vector<double, std::allocator<double> >::end() const [201]
                0.00    0.00     112/224         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [193]
-----------------------------------------------
                0.00    0.00      28/112         BenchmarkRunner::getAverageTime() const [252]
                0.00    0.00      42/112         BenchmarkRunner::printStatistics() const [286]
                0.00    0.00      42/112         std::vector<double, std::allocator<double> >::empty() const [248]
[202]    0.0    0.00    0.00     112         std::vector<double, std::allocator<double> >::begin() const [202]
                0.00    0.00     112/224         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [193]
-----------------------------------------------
                0.00    0.00      12/102         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [308]
                0.00    0.00      14/102         std::vector<double, std::allocator<double> >::reserve(unsigned long) [290]
                0.00    0.00      24/102         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [269]
                0.00    0.00      52/102         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [240]
[203]    0.0    0.00    0.00     102         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [203]
                0.00    0.00      50/50          std::__new_allocator<double>::deallocate(double*, unsigned long) [244]
-----------------------------------------------
                0.00    0.00      12/98          std::_Vector_base<double, std::allocator<double> >::get_allocator() const [301]
                0.00    0.00      86/98          std::vector<double, std::allocator<double> >::max_size() const [215]
[204]    0.0    0.00    0.00      98         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [204]
-----------------------------------------------
                0.00    0.00      96/96          void std::__advance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >&, long, std::random_access_iterator_tag) [207]
[205]    0.0    0.00    0.00      96         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+=(long) [205]
-----------------------------------------------
                0.00    0.00      24/96          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [271]
                0.00    0.00      72/96          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [90]
[206]    0.0    0.00    0.00      96         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [206]
                0.00    0.00      96/7415022     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [101]
-----------------------------------------------
                0.00    0.00      96/96          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__lower_bound<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, __gnu_cxx::__ops::_Iter_less_val) [83]
[207]    0.0    0.00    0.00      96         void std::__advance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >&, long, std::random_access_iterator_tag) [207]
                0.00    0.00      96/96          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+=(long) [205]
-----------------------------------------------
                0.00    0.00      94/94          std::vector<double, std::allocator<double> >::back() [211]
[208]    0.0    0.00    0.00      94         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [208]
-----------------------------------------------
                0.00    0.00      94/94          std::vector<double, std::allocator<double> >::back() [211]
[209]    0.0    0.00    0.00      94         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator-(long) const [209]
                0.00    0.00      94/260         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [190]
-----------------------------------------------
                0.00    0.00      94/94          std::vector<double, std::allocator<double> >::push_back(double&&) [212]
[210]    0.0    0.00    0.00      94         double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [210]
                0.00    0.00     258/294         double&& std::forward<double>(std::remove_reference<double>::type&) [189]
                0.00    0.00      94/94          std::vector<double, std::allocator<double> >::back() [211]
                0.00    0.00      82/462619      operator new(unsigned long, void*) [115]
